Link,Status Code
https://ua.korrespondent.net/showbiz/,200
https://ua.korrespondent.net/rules/,200
https://ua.korrespondent.net/world/4733218-u-hruzii-politsiia-znesla-nametove-mistechko-opozytsii,200
https://ua.korrespondent.net/user_contract/,200
https://ua.korrespondent.net/ukraine/4733291-rakety-ATACMS-vpershe-atakuvaly-rosiui-zmi,200
https://ua.korrespondent.net/world/4733528-parlament-kanady-skhvalyv-postanovu-na-pidtrymku-ukrainy,200
https://ua.korrespondent.net/lifestyle/motors/,200
https://ua.korrespondent.net/ukraine/4733605-do-vykorystannia-u-zsu-dopustyly-bronemashynu-WZT-3,200
https://ua.korrespondent.net/strange/4570104-ispanka-vidsudyla-v-eks-cholovika-204-000-yevro-za-25-rokiv-roboty-po-domu,200
https://ua.korrespondent.net/world/russia/4733521-u-rf-zaiavyly-pro-masovanu-ataku-bezpilotnykiv,200
https://ua.korrespondent.net/ukraine/4733557-zatrymano-molodyka-yakyi-koryhuvav-povitriani-ataky-rf-ta-vchyniav-pidpaly,200
https://ua.korrespondent.net/showbiz/books/,200
https://ua.korrespondent.net/city/kiev/,200
https://ua.korrespondent.net/lifestyle/wheel/,200
https://ua.korrespondent.net/ukraine/4733419-mytropolyt-epifanii-osviatyv-paket-dopomohy-dlia-syl-oborony,200
https://ua.korrespondent.net/world/4733511-tramp-vybrav-ministra-torhivli-ssha,200
https://ua.korrespondent.net/magazine/subjects/,200
https://ua.korrespondent.net/Default.aspx?page_id=9&lang=ua,403
https://ua.korrespondent.net/sport/boks/,200
https://ua.korrespondent.net/new_rules/,200
https://ua.korrespondent.net/magazine/projects/,200
https://ua.korrespondent.net/sport/4733320-albaniia-ukraina-onlain-transliatsiia-vyrishalnoho-matchu-lihy-natsii,200
https://ua.korrespondent.net/special/1959-terakt-v-barseloni,Error
https://ua.korrespondent.net/ukraine/4733418-zelenskyi-pro-dalni-udary-teper-u-nas-ye-ATACMS,200
https://ua.korrespondent.net/interview/,200
https://ua.korrespondent.net/ukraine/4728964-myslyvtsiam-za-shakhedamy-potribna-dopomoha-z-prydbanniam-pikapu,200
https://ua.korrespondent.net/sport/chess/,200
https://ua.korrespondent.net/showbiz/cinema/4732971-startuvalo-kulinarne-shou-za-motyvamy-harri-pottera,200
https://ua.korrespondent.net/ukraine/4733582-ppo-vidbyla-ataku-ponad-120-shakhediv,200
https://ua.korrespondent.net/all_quotations/,200
https://ua.korrespondent.net/world/worldabus/4733117-v-moskvi-pryhrozyly-cherez-mozhlyvi-udary-po-rosii,200
https://ua.korrespondent.net/articles/4733293-ukraina-otrymala-dozvil-na-udary-vhlyb-rf-scho-tse-zminyt,200
https://ua.korrespondent.net/world/,200
https://ua.korrespondent.net/world/worldabus/,200
https://ua.korrespondent.net/articles/4733402-pro-ukrainu-bez-ukrainy-pro-scho-domovliatsia-lidery-naivplyvovishykh-krain,200
https://ua.korrespondent.net/special/2113-vstup-ukrainy-v-yes,Error
https://ua.korrespondent.net/lifestyle/4733559-anna-koshmal-rozkryla-podrobytsi-pro-cholovika-ta-simui,200
https://ua.korrespondent.net/business/financial/,200
https://ua.korrespondent.net/sport/football/4733555-yaremchuk-nazvav-sekret-peremohy-nad-albaniieui-u-lizi-natsii,200
https://ua.korrespondent.net/business/financial/4733424-ofitsiinyi-kurs-dolara-v-rosii-vpershe-za-rik-perevyschyv-100-rubliv,200
https://ua.korrespondent.net/tech/space/4733327-vcheni-doslidyly-zrazky-gruntu-zi-zvorotnoho-boku-misiatsia,200
https://ua.korrespondent.net/showbiz/cinema/4733580-vyishov-pershyi-povnotsinnyi-treiler-filmu-Minecraft,200
https://ua.korrespondent.net/privacy_policy/,200
https://ua.korrespondent.net/interview/4577507-derzhavnyi-tsentr-zainiatosti-pid-chas-viiny-rynok-pratsi-zaznav-znachnykh-zmin,200
https://ua.korrespondent.net/ukraine/4733537-u-henshtabi-rozpovily-scho-vidbuvaietsia-na-fronti,200
https://ua.korrespondent.net/magazine/archive/901/,200
https://ua.korrespondent.net/lifestyle/wine_map/,200
https://ua.korrespondent.net/world/4733567-u-slovenii-cholovik-vlashtuvav-provokatsiui-pid-chas-vizytu-oleny-zelenskoi,200
https://ua.korrespondent.net/ukraine/4733535-urazheno-komandnyi-punkt-uhrupovannia-viisk-sievier-na-bielhorodschyni-hur,200
https://ua.korrespondent.net/ukraine/4733589-analityky-ISW-proanalizuvaly-zminy-u-yadernii-doktryni-rf,200
https://ua.korrespondent.net/showbiz/culture/,200
https://ua.korrespondent.net/sport/,200
https://ua.korrespondent.net/tech/,200
https://ua.korrespondent.net/showbiz/oscar/,200
https://ua.korrespondent.net/lifestyle/videoigry/,200
https://ua.korrespondent.net/ukraine/4733548-ataka-droniv-na-kyivschyni-poshkodzheno-shkolu-dytsadok-i-mahazyny,200
https://ua.korrespondent.net/,200
https://ua.korrespondent.net/city/kiev/4733578-slidom-za-ssha-ispaniia-na-den-zakryla-svoie-posolstvo-u-kyievi,200
https://ua.korrespondent.net/sport/hokey/,200
https://ua.korrespondent.net/city/kiev/4733595-u-kyievi-11-richnyi-khlopchyk-zahynuv-vnaslidok-padinnia-z-bahatopoverkhivky,200
https://ua.korrespondent.net/votes/,200
https://ua.korrespondent.net/ukraine/4733522-vtraty-rf-u-viini-perevyschyly-725000-biitsiv,200
https://ua.korrespondent.net/sport/football/4733539-vanda-nara-opublikuvala-foto-bez-lifchyka-i-poskarzhylasia-na-suspilstvo-pisl,200
https://ua.korrespondent.net/ukraine/4733561-biitsi-28-yi-ombr-pokazaly-kadry-shturmu-pozytsii-okupantiv,200
https://ua.korrespondent.net/lifestyle/gadgets/,200
https://ua.korrespondent.net/lifestyle/4733616-ukrainskyi-voin-vrazyv-Metallica-hroui-na-banduri-yikhnoi-pisni,200
https://ua.korrespondent.net/strange/,200
https://ua.korrespondent.net/tag/24778/,200
https://ua.korrespondent.net/business/financial/4733615-dolar-i-yevro-pishly-unyz-v-obminnykakh,200
https://ua.korrespondent.net/sport/football/,Error
https://ua.korrespondent.net/sport/tenis/,200
https://ua.korrespondent.net/strange/4647935-u-yevroparlamenti-prolunav-sobachyi-havkit-pislia-promovy-hlavy-yek,200
https://ua.korrespondent.net/terms_of_use/,200
https://ua.korrespondent.net/photo/,200
https://ua.korrespondent.net/magazine/advert/,200
https://ua.korrespondent.net/city/kiev/4733536-u-kyievi-cherez-padinnia-ulamkiv-droniv-zahorilasia-bahatopoverkhivka,200
